Object ID,Pathways,Chimeric?,Common-Name,Credits,Data-Source,Engineered?,Enzymes-Not-Used,Hypothetical-Reactions,In-Pathway,Key-Reactions,Names,Primary-Products,Primary-Reactants,Rate-Limiting-Step,Reaction-List,Regulated-By,Score,Species,Sub-Pathways,Synonyms,Taxonomic-Range,Variants?,Super-Pathways,Link
PWY-5951,PWY-5951,,"(<i>R,R</i>)-butanediol biosynthesis",SRI // caspi,,,,,PWY-6396 // P125-PWY,,"(<i>R,R</i>)-butanediol biosynthesis // (<i>R,R</i>)-butylene glycol fermentation // (<i>R,R</i>)-butanediol fermentation // (R,R)-2,3-butanediol biosynthesis",BUTANEDIOL,CPD-10353,,RR-BUTANEDIOL-DEHYDROGENASE-RXN,,,TAX-4932 // TAX-554 // TAX-1406 // TAX-442,,"(<i>R,R</i>)-butylene glycol fermentation // (<i>R,R</i>)-butanediol fermentation // (R,R)-2,3-butanediol biosynthesis",TAX-4751 // TAX-2,,P125-PWY,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5951
PWY3O-246,PWY3O-246,,"(R,R)-butanediol degradation",SRI // caspi // O-16 // krieger,,,,,,,"(R,R)-butanediol degradation // (R,R)-butylene-glycol degradation",CPD-10353,BUTANEDIOL,,RR-BUTANEDIOL-DEHYDROGENASE-RXN,,,TAX-870730 // TAX-4932,,"(R,R)-butylene-glycol degradation",TAX-4751 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY3O-246
PWY-6989,PWY-6989,,(<i>S</i>)-camphor degradation,SRI // caspi,,,,,,,(<i>S</i>)-camphor degradation // (-)-camphor degradation // L-camphor degradation,ISOBUTYRYL-COA // ACETYL-COA // Donor-H2,S-CAMPHOR,,RXN-13045 // RXN-13044 // RXN-13043 // RXN-13042 // RXN-13041 // R547-RXN // R546-RXN // R545-RXN,,,ORG-5941,,(-)-camphor degradation // L-camphor degradation,TAX-1224,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6989
PWY-8086,PWY-8086,,"(<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen",SRI // caspi,,,,,,,"(<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen",CARBON-DIOXIDE // HYDROGEN-MOLECULE // ACET // PROPIONATE,L-LACTATE,,ACETATEKIN-RXN // PHOSACETYLTRANS-RXN // FHLMULTI-RXN // PYRUVFORMLY-RXN // L-LACTATE-DEHYDROGENASE-RXN // PYRUVATE-CARBOXYLASE-RXN // RXN-19738 // MALATE-DEH-RXN // METHYLMALONYL-COA-MUT-RXN // METHYLMALONYL-COA-EPIM-RXN // RXN0-268 // R601-RXN // FUMHYDR-RXN,,,TAX-29466,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8086
PWY-7013,PWY-7013,,"(<i>S</i>)-propane-1,2-diol degradation",SRI // caspi // fulcher,,,,,,PROPANEDIOL-DEHYDRATASE-RXN,"(<i>S</i>)-propane-1,2-diol degradation // propylene glycol degradation // L-1,2-propanediol degradation",PROPIONATE // PROPANOL,PROPANE-1-2-DIOL,,PROPKIN-RXN // RXN-13198 // PTAALT-RXN // RXN-12736 // PROPANEDIOL-DEHYDRATASE-RXN,,,TAX-546 // TAX-571 // TAX-1642 // TAX-28901 // TAX-99287,,"propylene glycol degradation // L-1,2-propanediol degradation",TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7013
PWY-3581,PWY-3581,,(<i>S</i>)-reticuline biosynthesis I,zhang,,,,,,,(<i>S</i>)-reticuline biosynthesis I,,,,TYROSINE-AMINOTRANSFERASE-RXN // 4.1.1.80-RXN // RXN-9978 // RXN-5861 // 2.1.1.116-RXN // 1.14.13.71-RXN // 2.1.1.140-RXN // 2.1.1.128-RXN // S-NORLAUDANOSOLINE-SYNTHASE-RXN // RXN66-221 // TYROSINE-DECARBOXYLASE-RXN,,,TAX-33814 // TAX-3442 // TAX-397412 // TAX-3467 // TAX-3469 // TAX-150094 // TAX-79802,,,TAX-3440 // TAX-3465 // TAX-3455 // TAX-3401 // TAX-41773,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-3581
PWY-6133,PWY-6133,,(S)-reticuline biosynthesis II,SRI // caspi,,,,,,,(S)-reticuline biosynthesis II,,,,TYROSINE-DECARBOXYLASE-RXN // RXN-5861 // 2.6.1.49-RXN // RXN-9981 // RXN-9980 // RXN-9979 // RXN-9978,,,TAX-9606,,,TAX-40674,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6133
PWY-6390,PWY-6390,,"(<i>S,S</i>)-butanediol biosynthesis",SRI // caspi,,,,,PWY-6396,,"(<i>S,S</i>)-butanediol biosynthesis // (<i>S,S</i>)-butylene glycol fermentation // (<i>S,S</i>)-butanediol fermentation // (<i>S</i>)-acetoin degradation",CPD-346,CPD-255,,SS-BUTANEDIOL-DEHYDROGENASE-RXN,,,TAX-1422 // TAX-548 // TAX-1718,,"(<i>S,S</i>)-butylene glycol fermentation // (<i>S,S</i>)-butanediol fermentation // (<i>S</i>)-acetoin degradation",TAX-2,,PWY-6396,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6390
PWY-6388,PWY-6388,,"(S,S)-butanediol degradation",SRI // caspi,,,,,,,"(S,S)-butanediol degradation // (S,S)-butylene-glycol degradation",CPD-255,CPD-346,,SS-BUTANEDIOL-DEHYDROGENASE-RXN,,,TAX-548 // TAX-1718 // TAX-1422,,"(S,S)-butylene-glycol degradation",TAX-4751 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6388
PWY-6900,PWY-6900,,(<i>Z</i>)-butanethial-<i>S</i>-oxide biosynthesis,SRI // caspi // O-28 // pujar,,,,,,,(<i>Z</i>)-butanethial-<i>S</i>-oxide biosynthesis // nectroscordum lachrymator biosynthesis,,,,RXN-12632 // RXN-12633,,,TAX-105310,,nectroscordum lachrymator biosynthesis,TAX-40553,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6900
PWY-6539,PWY-6539,,(<i>Z</i>)-phenylmethanethial <i>S</i>-oxide biosynthesis,SRI // caspi // O-28 // pujar,,,,,,,(<i>Z</i>)-phenylmethanethial <i>S</i>-oxide biosynthesis,,,,RXN-8899 // RXN-11524 // RXN-11526 // RXN-11525,,,TAX-46142,,,TAX-3524,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6539
PWY-6099,PWY-6099,,"1,2,4,5-tetrachlorobenzene degradation",SRI // caspi,,,,,,,"1,2,4,5-tetrachlorobenzene degradation",CPD-10622,CPD-10620,,RXN-9876 // RXN-9875,,,TAX-469561 // TAX-393999 // ORG-6079,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6099
PWY-6091,PWY-6091,,"1,2,4-trichlorobenzene degradation",SRI // caspi,,,,,,,"1,2,4-trichlorobenzene degradation",CPD-10622,124-TCB,,RXN-9880 // RXN-9877,,,TAX-469561 // TAX-393999 // TAX-65067 // ORG-6078,,,TAX-1224,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6091
PWY-6090,PWY-6090,,"1,2-dichlorobenzene degradation",SRI // caspi,,,,,,,"1,2-dichlorobenzene degradation",CPD-10626,O-DICHLOROBENZENE,,RXN-9879 // RXN-9878,,,TAX-65741 // TAX-1288 // TAX-393999 // TAX-65067,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6090
12DICHLORETHDEG-PWY,12DICHLORETHDEG-PWY,,"1,2-dichloroethane degradation",O-18 // pellegrini-toole,,,,,,DHLAXANAU-RXN,"1,2-dichloroethane degradation",GLYCOLLATE,12-DICHLOROETHANE,,DHLBXANAU-RXN // ALDXANAU-RXN // MOXXANAU-RXN // DHLAXANAU-RXN,,,TAX-280,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=12DICHLORETHDEG-PWY
PWY-7541,PWY-7541,T,"1,2-propanediol biosynthesis from lactate (engineered)",SRI // caspi,,T,,,,,"1,2-propanediol biosynthesis from lactate (engineered)",CPD-8891 // PROPANE-1-2-DIOL,D-LACTATE // L-LACTATE,,RXN-15744 // RXN-15729 // RXN-15724 // RXN-15743 // RXN-15728 // RXN-15723,,,TAX-511145 // TAX-907 // TAX-99287,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7541
PWY-5765,PWY-5765,,"1,3,5-trimethoxybenzene biosynthesis",O-28 // hartmut // O-27 // pujar,,,,,,,"1,3,5-trimethoxybenzene biosynthesis // trimethoxybenzene biosynthesis // TMB biosynthesis",CPD-9500,,,RXN-9022 // RXN-9021 // RXN-9020,,,TAX-74649 // TAX-128735,,trimethoxybenzene biosynthesis // TMB biosynthesis,TAX-3744,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5765
PWY-5001,PWY-5001,,"1,3,6,7-tetrahydroxyxanthone biosynthesis (from benzoyl-CoA)",THE-ARABIDOPSIS-INFORMATION-RESOURCE // hartmut,,,,,PWY-13,,"1,3,6,7-tetrahydroxyxanthone biosynthesis (from benzoyl-CoA)",,,,RXN-7485 // RXN-7483 // RXN-7482 // RXN-7481,,,TAX-36903 // TAX-140968 // TAX-55963,,,TAX-58023,,PWY-13,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5001
PWY-6773,PWY-6773,,"1,3-&beta;-D-glucan biosynthesis",O-28 // pujar,,,,,,,"1,3-&beta;-D-glucan biosynthesis // callose biosynthesis",1-3-beta-D-Glucans,,,13-BETA-GLUCAN-SYNTHASE-RXN,,,TAX-4513 // TAX-4530 // TAX-4565 // ORG-5993,,callose biosynthesis,TAX-2759 // TAX-2157 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6773
PWY-6081,PWY-6081,,"1,3-dichlorobenzene degradation",SRI // caspi,,,,,,,"1,3-dichlorobenzene degradation",35-DICHLOROCATECHOL,CPD-10603,,RXN-9854 // RXN-9853,,,TAX-393999 // ORG-6074 // ORG-6073,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6081
PWY-5428,PWY-5428,,"1,3-dimethylbenzene degradation to 3-methylbenzoate",SRI // caspi,,,,,,RXN-8578,"1,3-dimethylbenzene degradation to 3-methylbenzoate // <i>m</i>-xylene degradation to <i>m</i>-toluate",CPD-8775,META-XYLENE,,RXN-8583 // RXN-8580 // RXN-8578,,,ORG-5948,,<i>m</i>-xylene degradation to <i>m</i>-toluate,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5428
PWY-7385,PWY-7385,,"1,3-propanediol biosynthesis (engineered)",SRI // caspi,,T,YIL053W-MONOMER // CPLX-4261 // YCL040W-MONOMER,,,,"1,3-propanediol biosynthesis (engineered) // 1,3-PDO biosynthesis",GAP // CPD-347,D-Glucose,,RXN0-7077 // GLUCOKIN-RXN // PGLUCISOM-RXN // RXN0-6487 // GLYCEROL-DEHYDRATASE-RXN // 1.1.1.8-RXN // RXN-14965 // F16ALDOLASE-RXN // 6PFRUCTPHOS-RXN,,,TAX-511145 // TAX-573 // TAX-4932,,"1,3-PDO biosynthesis",TAX-4751 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7385
14DICHLORBENZDEG-PWY,14DICHLORBENZDEG-PWY,,"1,4-dichlorobenzene degradation",SRI // caspi // O-18 // pellegrini-toole,,,,,,DIOXYXANFL-RXN // CHLOROBENDDH-RXN,"1,4-dichlorobenzene degradation",3-KETO-ADIPATE,14-DICHLOROBENZENE,,RXN-18362 // RXN-18361 // RXN-18360 // MALEYLACETATE-REDUCTASE-RXN // CHLOROMALERED-RXN // DIENELACHYDRO-RXN // CHLOROCATDIOXY-RXN // CHLOROBENDDH-RXN // DIOXYXANFL-RXN,,,TAX-393999 // TAX-65067 // ORG-6072 // ORG-6071,,,TAX-1224,,,HTTPS://metacyc.org/pathway?orgid=META&id=14DICHLORBENZDEG-PWY
PWY-5429,PWY-5429,,"1,4-dimethylbenzene degradation to 4-methylbenzoate",SRI // caspi,,,,,,RXN-8579,"1,4-dimethylbenzene degradation to 4-methylbenzoate // <i>p</i>-xylene degradation to <i>p</i>-toluate",4-TOLUENECARBOXYLATE,CPD-1422,,RXN-8582 // RXN-8581 // RXN-8579,,,ORG-5948,,<i>p</i>-xylene degradation to <i>p</i>-toluate,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5429
PWY-6992,PWY-6992,,"1,5-anhydrofructose degradation",SRI // caspi // brito,,,,,,1.1.1.292-RXN,"1,5-anhydrofructose degradation",D-glucopyranose-6-phosphate,15-ANHYDRO-D-FRUCTOSE,,PGLUCISOM-RXN // MANNPISOM-RXN // MANNKIN-RXN // RXN-13064 // 1.1.1.292-RXN,,,TAX-106592 // TAX-382,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6992
6-HYDROXYCINEOLE-DEGRADATION-PWY,6-HYDROXYCINEOLE-DEGRADATION-PWY,,"1,8-cineole degradation",SRI // hying,,,,,,,"1,8-cineole degradation // 6-hydroxycineole degradation",CPD-789,CPD-4261,,RXN-4342 // C04718-C060066-AUTOTRANSFORMATION-RXN // 6-ENDO-HYDROXYCINEOLE-DEHYDROGENASE-RXN // 6-OXOCINEOLE-DEHYDROGENASE-RXN,,,TAX-644410,,6-hydroxycineole degradation,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=6-HYDROXYCINEOLE-DEGRADATION-PWY
PWY-8429,PWY-8429,,1-(<i>sn</i>-glycero-1-phospho)-1D-myo-inositol biosynthesis,SRI // caspi,,,,,,,1-(<i>sn</i>-glycero-1-phospho)-1D-myo-inositol biosynthesis // GPI biosynthesis,,,,RXN-23656 // RXN-23657 // RXN-23658,,,TAX-2234,,GPI biosynthesis,TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8429
PWY-8430,PWY-8430,,1-(<i>sn</i>-glycero-3-phospho)-1D-myo-inositol biosynthesis,SRI // caspi,,,,,,,1-(<i>sn</i>-glycero-3-phospho)-1D-myo-inositol biosynthesis // GPI biosynthesis,,,,RXN-23655 // RXN-23654 // 2.7.7.39-RXN,,,TAX-63363,,GPI biosynthesis,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8430
PWY-6886,PWY-6886,T,1-butanol autotrophic biosynthesis (engineered),SRI // brito,,T,,,,,1-butanol autotrophic biosynthesis (engineered),BUTANOL,CARBON-DIOXIDE,,CALVIN-PWY // PYRUVDEH-RXN // PEPDEPHOS-RXN // 2PGADEHYDRAT-RXN // 3PGAREARR-RXN // PHOSGLYPHOS-RXN // PWY-101 // PWY-6883,,,TAX-1488 // TAX-272562 // TAX-3039 // TAX-1140,CALVIN-PWY // PWY-101 // PWY-6883,,TAX-186801 // TAX-33682 // TAX-1117,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6886
PWY-7681,PWY-7681,,1-chloro-2-nitrobenzene degradation,SRI // caspi,,,,,,,1-chloro-2-nitrobenzene degradation // 2-chloronitrobenzene degradation,CPD-9151,CPD-18106,,RXN-16792,,,ORG-6281,,2-chloronitrobenzene degradation,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7681
PWY-5315,PWY-5315,,1-methylpyrrolinium biosynthesis,THE-ARABIDOPSIS-INFORMATION-RESOURCE // zhang,,,,,PWY-7341 // PWY-7342,,1-methylpyrrolinium biosynthesis // nicotine and tropane alkaloids precursor biosynthesis // N-methyl-&Delta;<sup>1</sup>-pyrrolinium cation biosynthesis,,,,RXN-8246 // RXN-8244 // PUTRESCINE-N-METHYLTRANSFERASE-RXN,,,TAX-33113 // TAX-310458 // TAX-4079 // TAX-4097 // TAX-4113,,nicotine and tropane alkaloids precursor biosynthesis // N-methyl-&Delta;<sup>1</sup>-pyrrolinium cation biosynthesis,TAX-4070,,PWY-7341 // PWY-7342,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5315
PWY-5935,PWY-5935,,1-tuberculosinyladenosine biosynthesis,SRI // O0-13 // amackie // caspi,,,,,,,1-tuberculosinyladenosine biosynthesis,,,,RXN-21420 // RXN-9457,,,TAX-83331 // TAX-83332 // TAX-233413,,,TAX-1763,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5935
PWY-7691,PWY-7691,,"10,13-epoxy-11-methyl-octadecadienoate biosynthesis",SRI // caspi,,,,,,,"10,13-epoxy-11-methyl-octadecadienoate biosynthesis",,,,RXN-16880 // RXN-16881,,,TAX-1063,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7691
PWY-7337,PWY-7337,,10-<i>cis</i>-heptadecenoyl-CoA degradation (yeast),O-28 // hartmut,,,,,,,10-<i>cis</i>-heptadecenoyl-CoA degradation (yeast),CPD-15660,CPD-15635,,RXN-14781 // RXN-14780 // RXN-14779 // RXN-14778 // RXN-14777 // RXN-14776 // RXN-14775 // RXN-14774 // RXN-14773 // RXN-14772 // RXN-14771 // RXN-14770,,,TAX-4932,,,TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7337
PWY-8172,PWY-8172,,10-methylstearate biosynthesis,SRI // caspi,,,,,,,10-methylstearate biosynthesis,,,,RXN-21608 // RXN-21609,,,TAX-31958 // TAX-43771 // TAX-83332 // TAX-37916 // TAX-1538463 // TAX-1833 // TAX-263849 // TAX-334542 // TAX-1830,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8172
PWY-7339,PWY-7339,,"10-<i>trans</i>-heptadecenoyl-CoA degradation (MFE-dependent, yeast)",O-28 // hartmut,,,,,,,"10-<i>trans</i>-heptadecenoyl-CoA degradation (MFE-dependent, yeast)",CPD-15660,CPD-15661,,RXN-14781 // RXN-14780 // RXN-14794 // RXN-14793 // RXN-14792 // RXN-14791,,,TAX-4932,,,TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7339
PWY-7338,PWY-7338,,"10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent, yeast)",O-28 // hartmut,,,,,,,"10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent, yeast)",CPD-15660,CPD-15650,,RXN-14781 // RXN-14780 // RXN-14779 // RXN-14778 // RXN-14777 // RXN-14790 // RXN-14789 // RXN-14788 // RXN-14787 // RXN-14786 // RXN-14785 // RXN-14784,,,TAX-4932,,,TAX-4751,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7338
PWY-7043,PWY-7043,,11-<i>cis</i>-3-hydroxyretinal biosynthesis,SRI // caspi,,,,,,,11-<i>cis</i>-3-hydroxyretinal biosynthesis,CPD-14328,,,RXN-13366 // RXN-13355 // RXN-13356 // RXN-13357 // RXN-13358 // RXN-13359 // RXN-13361,,,TAX-7227 // TAX-7137 // TAX-7370,,,TAX-50557,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7043
PWY-8202,PWY-8202,,11-oxyandrogens biosynthesis,SRI // caspi,,,CPLX66-461,,,,11-oxyandrogens biosynthesis,,,,RXN-22010 // RXN-22009 // RXN-22008 // RXN-22007 // RXN-22006 // RXN-22005 // RXN-22004 // RXN-21982 // RXN-21981 // RXN-21983 // RXN-21980 // RXN-21989 // RXN-21988 // RXN-21977 // 1.1.1.64-RXN // RXN66-362 // RXN66-342 // RXN66-341 // RXN66-340 // RXN-21984,,,TAX-9606,,,TAX-40674,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-8202
PWY-7958,PWY-7958,,12-<i>epi</i>-fischerindole biosynthesis,SRI // caspi,,,,,,RXN-19282,12-<i>epi</i>-fischerindole biosynthesis,,,,RXN-19283 // RXN-19282 // RXN-19264 // RXN-19268 // RXN-19272,,,TAX-83542 // TAX-1930929,,,TAX-1892263,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7958
PWY-7959,PWY-7959,,12-<i>epi</i>-hapalindole biosynthesis,SRI // caspi,,,,,,RXN-19273,12-<i>epi</i>-hapalindole biosynthesis,,,,RXN-19264 // RXN-19268 // RXN-19272 // RXN-19273,,,TAX-230521 // TAX-1535197,,,TAX-1892263,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7959
PWY66-393,PWY66-393,,15-<i>epi</i>-lipoxin biosynthesis,SRI // caspi // brito,,,,,,,15-<i>epi</i>-lipoxin biosynthesis // aspirin-triggered lipoxin biosynthesis,,,,RXN-20581 // RXN-20580 // RXN66-487 // RXN66-488 // RXN66-489,,,TAX-9606,,aspirin-triggered lipoxin biosynthesis,TAX-40674,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY66-393
PWY-6361,PWY-6361,,"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I (from Ins(1,4,5)P3)",SRI // caspi,,,,,PWY-6555,,"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I (from Ins(1,4,5)P3) // phytate biosynthesis",,,,RXN-7184 // 2.7.1.127-RXN // 2.7.1.151-RXN // RXN-7162 // RXN-7163,,,TAX-4932,,phytate biosynthesis,TAX-4751,,PWY-6555,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6361
PWY-6362,PWY-6362,,1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian),SRI // caspi,,,,,PWY-6371,RXN-7163,1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian) // phytate biosynthesis,,,,RXN-8730 // 2.7.1.127-RXN // RXN-7163 // 2.7.1.133-RXN // 2.7.1.140-RXN,,,TAX-9606,,phytate biosynthesis,TAX-33208,,PWY-6371,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6362
PWY-4661,PWY-4661,,1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>),THE-ARABIDOPSIS-INFORMATION-RESOURCE // tissier,,,,,,,1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>) // lipid-independent phytic acid biosynthesis // lipid-independent InsP<sub>6</sub> biosynthesis // lipid-independent phytate biosynthesis // hexakisphosphate biosynthesis (lipid-independent) // phytate biosynthesis,,,,MYO-INOSITOL-1-KINASE-RXN // RXN-7202 // MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN // 2.7.1.134-RXN // RXN-7203 // RXN-7204 // RXN-7163,,,TAX-29656 // TAX-4577,,lipid-independent phytic acid biosynthesis // lipid-independent InsP<sub>6</sub> biosynthesis // lipid-independent phytate biosynthesis // hexakisphosphate biosynthesis (lipid-independent) // phytate biosynthesis,TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-4661
PWY-6372,PWY-6372,,1D-<i>myo</i>-inositol hexakisphosphate biosynthesis IV (<i>Dictyostelium</i>),SRI // caspi,,,,,,,1D-<i>myo</i>-inositol hexakisphosphate biosynthesis IV (<i>Dictyostelium</i>) // lipid-independent phytic acid biosynthesis // lipid-independent InsP<sub>6</sub> biosynthesis // lipid-independent phytate biosynthesis // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis (lipid-independent) // phytate biosynthesis,,,,2.7.1.140-RXN // RXN-10982 // RXN-10983 // RXN-10984 // MYO-INOSITOL-1-KINASE-RXN // MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN // RXN-7163,,,TAX-44689,,lipid-independent phytic acid biosynthesis // lipid-independent InsP<sub>6</sub> biosynthesis // lipid-independent phytate biosynthesis // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis (lipid-independent) // phytate biosynthesis,TAX-33083,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6372
PWY-6554,PWY-6554,,"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)",SRI // caspi,,,,,PWY-6555,2.7.1.139-RXN,"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3) // phytate biosynthesis",,,,2.7.1.140-RXN // 2.7.1.133-RXN // 2.7.1.139-RXN // RXN-7184 // RXN-7163,,,ORG-5993,,phytate biosynthesis,TAX-33090,,PWY-6555,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6554
PWY-5912,PWY-5912,,2'-deoxymugineic acid phytosiderophore biosynthesis,SRI // O-28 // caspi // O-27 // pujar,,,,,,,2'-deoxymugineic acid phytosiderophore biosynthesis // DMA biosynthesis // Fe acquisition // iron acquisition // strategy II Fe-acquisition,,,,1.1.1.285-RXN // 2.6.1.80-RXN // 2.5.1.43-RXN // S-ADENMETSYN-RXN,,,TAX-4513 // TAX-4530 // TAX-4565 // TAX-4577,,DMA biosynthesis // Fe acquisition // iron acquisition // strategy II Fe-acquisition,TAX-4479,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5912
PWY-7945,PWY-7945,,"2,2'-bis-(4-hydroxy-3-methybut-2-enyl)-&beta;,&beta;-carotene monoglucoside biosynthesis",SRI // caspi,,,,,,,"2,2'-bis-(4-hydroxy-3-methybut-2-enyl)-&beta;,&beta;-carotene monoglucoside biosynthesis // C.p.450 monoglucoside biosynthesis",,,,RXN-19173 // RXN-19172 // RXN-19170 // RXN-16704 // RXN-19166 // RXN-16703 // RXN-19167,,,TAX-2035 // TAX-370437,,C.p.450 monoglucoside biosynthesis,TAX-201174 // TAX-2157,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7945
PWY-7009,PWY-7009,,"2,2'-dihydroxybiphenyl degradation",SRI // fulcher,,,,,,,"2,2'-dihydroxybiphenyl degradation",2-3-DIHYDROXYBENZOATE // CPD-110 // CPD-14447,CPD-14144,,4.1.1.77-RXN // RXN-8529 // PYROGALLOL-12-OXYGENASE-RXN // RXN-13172 // RXN-13171 // RXN-13170 // RXN-13169 // R607-RXN // R608-RXN // RXN-13150,,,TAX-46680,,,TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7009
PWY-7637,PWY-7637,,"2,2'-dihydroxyketocarotenoids biosynthesis",O-28 // hartmut,,,,,,,"2,2'-dihydroxyketocarotenoids biosynthesis",,,,RXN-16440 // RXN-16443 // RXN-16442 // RXN-16439 // RXN-16437 // RXN-16436,,,TAX-74316 // TAX-1113698,,,TAX-1224 // TAX-2,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7637
PWY-6035,PWY-6035,,"2,3-<i>cis</i>-flavanols biosynthesis",THE-ARABIDOPSIS-INFORMATION-RESOURCE // karthik,,,,,,,"2,3-<i>cis</i>-flavanols biosynthesis // 2,3-<i>cis</i>-flavan-3-ols biosynthesis",,,,RXN-9723 // RXN-9724 // RXN-9725,,,TAX-47247 // TAX-3880 // ORG-5993,,"2,3-<i>cis</i>-flavan-3-ols biosynthesis",TAX-33090,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-6035
PWY-5901,PWY-5901,,"2,3-dihydroxybenzoate biosynthesis",SRI // keseler // caspi,,,MENF-CPLX // CPLX-7588,,ENTBACSYN-PWY // PWY-5903 // PWY-6374,,"2,3-dihydroxybenzoate biosynthesis",2-3-DIHYDROXYBENZOATE,,,DHBDEHYD-RXN // ISOCHORMAT-RXN // ISOCHORSYN-RXN,,,TAX-1423 // TAX-511145 // TAX-666,,,TAX-2,,ENTBACSYN-PWY // PWY-5903 // PWY-6374,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-5901
PWY-7480,PWY-7480,,"2,3-dihydroxybenzoate degradation",SRI // fulcher,,,,,,RXN-15423 // 1.13.11.14-RXN,"2,3-dihydroxybenzoate degradation",CPD-14447,2-3-DIHYDROXYBENZOATE,,RXN-8527 // 4.1.1.77-RXN // RXN-8529 // RXN-15423 // 1.13.11.14-RXN,,,TAX-294 // TAX-395598 // ORG-5948,,,TAX-1224,,,HTTPS://metacyc.org/pathway?orgid=META&id=PWY-7480
